Year_BP,GHG_Forcing
56516.0,-1.957
56517.0,-1.957
56518.0,-1.957
56519.0,-1.957
56520.0,-1.957
56521.0,-1.9549999999999998
56522.0,-1.9549999999999998
56523.0,-1.9549999999999998
56524.0,-1.9549999999999998
56525.0,-1.954
56526.0,-1.954
56527.0,-1.954
56528.0,-1.954
56529.0,-1.9529999999999998
56530.0,-1.9529999999999998
56531.0,-1.9529999999999998
56532.0,-1.9529999999999998
56533.0,-1.951
56534.0,-1.951
56535.0,-1.951
56536.0,-1.951
56537.0,-1.95
56538.0,-1.95
56539.0,-1.95
56540.0,-1.95
56541.0,-1.95
56542.0,-1.949
56543.0,-1.949
56544.0,-1.948
56545.0,-1.948
56546.0,-1.9469999999999998
56547.0,-1.9469999999999998
56548.0,-1.9469999999999998
56549.0,-1.9469999999999998
56550.0,-1.9469999999999998
56551.0,-1.946
56552.0,-1.946
56553.0,-1.946
56554.0,-1.946
56555.0,-1.9440000000000002
56556.0,-1.9440000000000002
56557.0,-1.943
56558.0,-1.943
56559.0,-1.943
56560.0,-1.943
56561.0,-1.943
56562.0,-1.943
56563.0,-1.9420000000000002
56564.0,-1.9420000000000002
56565.0,-1.9420000000000002
56566.0,-1.941
56567.0,-1.941
56568.0,-1.941
56569.0,-1.941
56570.0,-1.941
56571.0,-1.941
56572.0,-1.94
56573.0,-1.94
56574.0,-1.94
56575.0,-1.94
56576.0,-1.939
56577.0,-1.939
56578.0,-1.939
56579.0,-1.939
56580.0,-1.939
56581.0,-1.939
56582.0,-1.939
56583.0,-1.939
56584.0,-1.939
56585.0,-1.939
56586.0,-1.9380000000000002
56587.0,-1.9380000000000002
56588.0,-1.9380000000000002
56589.0,-1.9380000000000002
56590.0,-1.937
56591.0,-1.937
56592.0,-1.937
56593.0,-1.937
56594.0,-1.937
56595.0,-1.9360000000000002
56596.0,-1.9360000000000002
56597.0,-1.9360000000000002
56598.0,-1.9360000000000002
56599.0,-1.9360000000000002
56600.0,-1.9360000000000002
56601.0,-1.9360000000000002
56602.0,-1.9360000000000002
56603.0,-1.9360000000000002
56604.0,-1.9360000000000002
56605.0,-1.936
56606.0,-1.936
56607.0,-1.936
56608.0,-1.936
56609.0,-1.936
56610.0,-1.936
56611.0,-1.936
56612.0,-1.936
56613.0,-1.936
56614.0,-1.936
56615.0,-1.936
56616.0,-1.936
56617.0,-1.936
56618.0,-1.936
56619.0,-1.937
56620.0,-1.937
56621.0,-1.937
56622.0,-1.936
56623.0,-1.935
56624.0,-1.936
56625.0,-1.936
56626.0,-1.936
56627.0,-1.936
56628.0,-1.936
56629.0,-1.936
56630.0,-1.9360000000000002
56631.0,-1.9360000000000002
56632.0,-1.9360000000000002
56633.0,-1.9360000000000002
56634.0,-1.9360000000000002
56635.0,-1.937
56636.0,-1.937
56637.0,-1.937
56638.0,-1.937
56639.0,-1.936
56640.0,-1.937
56641.0,-1.937
56642.0,-1.937
56643.0,-1.937
56644.0,-1.937
56645.0,-1.937
56646.0,-1.938
56647.0,-1.937
56648.0,-1.937
56649.0,-1.937
56650.0,-1.937
56651.0,-1.937
56652.0,-1.937
56653.0,-1.937
56654.0,-1.936
56655.0,-1.936
56656.0,-1.936
56657.0,-1.936
56658.0,-1.936
56659.0,-1.936
56660.0,-1.936
56661.0,-1.9369999999999998
56662.0,-1.936
56663.0,-1.936
56664.0,-1.936
56665.0,-1.936
56666.0,-1.936
56667.0,-1.936
56668.0,-1.936
56669.0,-1.9349999999999998
56670.0,-1.9349999999999998
56671.0,-1.9349999999999998
56672.0,-1.9349999999999998
56673.0,-1.9349999999999998
56674.0,-1.9349999999999998
56675.0,-1.9349999999999998
56676.0,-1.9349999999999998
56677.0,-1.934
56678.0,-1.935
56679.0,-1.935
56680.0,-1.935
56681.0,-1.9340000000000002
56682.0,-1.9340000000000002
56683.0,-1.9340000000000002
56684.0,-1.933
56685.0,-1.933
56686.0,-1.933
56687.0,-1.933
56688.0,-1.933
56689.0,-1.932
56690.0,-1.932
56691.0,-1.931
56692.0,-1.931
56693.0,-1.931
56694.0,-1.931
56695.0,-1.931
56696.0,-1.931
56697.0,-1.931
56698.0,-1.93
56699.0,-1.93
56700.0,-1.93
56701.0,-1.93
56702.0,-1.93
56703.0,-1.93
56704.0,-1.929
56705.0,-1.929
56706.0,-1.929
56707.0,-1.927
56708.0,-1.927
56709.0,-1.927
56710.0,-1.927
56711.0,-1.926
56712.0,-1.926
56713.0,-1.926
56714.0,-1.926
56715.0,-1.926
56716.0,-1.9249999999999998
56717.0,-1.924
56718.0,-1.924
56719.0,-1.924
56720.0,-1.924
56721.0,-1.924
56722.0,-1.924
56723.0,-1.924
56724.0,-1.922
56725.0,-1.922
56726.0,-1.922
56727.0,-1.922
56728.0,-1.922
56729.0,-1.922
56730.0,-1.921
56731.0,-1.919
56732.0,-1.919
56733.0,-1.919
56734.0,-1.919
56735.0,-1.919
56736.0,-1.917
56737.0,-1.917
56738.0,-1.917
56739.0,-1.917
56740.0,-1.917
56741.0,-1.917
56742.0,-1.915
56743.0,-1.915
56744.0,-1.915
56745.0,-1.915
56746.0,-1.915
56747.0,-1.9140000000000001
56748.0,-1.913
56749.0,-1.913
56750.0,-1.913
56751.0,-1.913
56752.0,-1.912
56753.0,-1.9109999999999998
56754.0,-1.91
56755.0,-1.91
56756.0,-1.909
56757.0,-1.909
56758.0,-1.909
56759.0,-1.909
56760.0,-1.907
56761.0,-1.907
56762.0,-1.907
56763.0,-1.907
56764.0,-1.906
56765.0,-1.905
56766.0,-1.905
56767.0,-1.905
56768.0,-1.905
56769.0,-1.904
56770.0,-1.904
56771.0,-1.903
56772.0,-1.903
56773.0,-1.902
56774.0,-1.901
56775.0,-1.901
56776.0,-1.901
56777.0,-1.899
56778.0,-1.899
56779.0,-1.899
56780.0,-1.899
56781.0,-1.8980000000000001
56782.0,-1.897
56783.0,-1.897
56784.0,-1.897
56785.0,-1.896
56786.0,-1.896
56787.0,-1.896
56788.0,-1.895
56789.0,-1.8940000000000001
56790.0,-1.8940000000000001
56791.0,-1.8940000000000001
56792.0,-1.8940000000000001
56793.0,-1.892
56794.0,-1.8909999999999998
56795.0,-1.8909999999999998
56796.0,-1.8909999999999998
56797.0,-1.89
56798.0,-1.889
56799.0,-1.889
56800.0,-1.889
56801.0,-1.889
56802.0,-1.8880000000000001
56803.0,-1.8869999999999998
56804.0,-1.8869999999999998
56805.0,-1.8869999999999998
56806.0,-1.8869999999999998
56807.0,-1.886
56808.0,-1.886
56809.0,-1.885
56810.0,-1.885
56811.0,-1.885
56812.0,-1.8840000000000001
56813.0,-1.8830000000000002
56814.0,-1.882
56815.0,-1.882
56816.0,-1.882
56817.0,-1.882
56818.0,-1.881
56819.0,-1.8800000000000001
56820.0,-1.8800000000000001
56821.0,-1.8800000000000001
56822.0,-1.8800000000000001
56823.0,-1.8790000000000002
56824.0,-1.878
56825.0,-1.878
56826.0,-1.878
56827.0,-1.878
56828.0,-1.878
56829.0,-1.8760000000000001
56830.0,-1.8760000000000001
56831.0,-1.8760000000000001
56832.0,-1.875
56833.0,-1.8739999999999999
56834.0,-1.8739999999999999
56835.0,-1.8729999999999998
56836.0,-1.8729999999999998
56837.0,-1.8729999999999998
56838.0,-1.8719999999999999
56839.0,-1.8719999999999999
56840.0,-1.871
56841.0,-1.871
56842.0,-1.871
56843.0,-1.8699999999999999
56844.0,-1.8699999999999999
56845.0,-1.8689999999999998
56846.0,-1.8689999999999998
56847.0,-1.8689999999999998
56848.0,-1.8679999999999999
56849.0,-1.867
56850.0,-1.866
56851.0,-1.866
56852.0,-1.866
56853.0,-1.865
56854.0,-1.8639999999999999
56855.0,-1.8639999999999999
56856.0,-1.8639999999999999
56857.0,-1.863
56858.0,-1.862
56859.0,-1.862
56860.0,-1.862
56861.0,-1.862
56862.0,-1.8599999999999999
56863.0,-1.8599999999999999
56864.0,-1.8599999999999999
56865.0,-1.8599999999999999
56866.0,-1.857
56867.0,-1.857
56868.0,-1.857
56869.0,-1.856
56870.0,-1.856
56871.0,-1.8549999999999998
56872.0,-1.8549999999999998
56873.0,-1.8539999999999999
56874.0,-1.8539999999999999
56875.0,-1.853
56876.0,-1.852
56877.0,-1.852
56878.0,-1.852
56879.0,-1.851
56880.0,-1.8499999999999999
56881.0,-1.8499999999999999
56882.0,-1.849
56883.0,-1.848
56884.0,-1.8470000000000002
56885.0,-1.846
56886.0,-1.846
56887.0,-1.846
56888.0,-1.845
56889.0,-1.844
56890.0,-1.844
56891.0,-1.843
56892.0,-1.843
56893.0,-1.842
56894.0,-1.841
56895.0,-1.841
56896.0,-1.841
56897.0,-1.839
56898.0,-1.839
56899.0,-1.8379999999999999
56900.0,-1.8369999999999997
56901.0,-1.8369999999999997
56902.0,-1.8359999999999999
56903.0,-1.835
56904.0,-1.835
56905.0,-1.834
56906.0,-1.8329999999999997
56907.0,-1.8329999999999997
56908.0,-1.8319999999999999
56909.0,-1.8319999999999999
56910.0,-1.831
56911.0,-1.83
56912.0,-1.83
56913.0,-1.829
56914.0,-1.8279999999999998
56915.0,-1.827
56916.0,-1.826
56917.0,-1.826
56918.0,-1.8250000000000002
56919.0,-1.824
56920.0,-1.824
56921.0,-1.823
56922.0,-1.823
56923.0,-1.822
56924.0,-1.821
56925.0,-1.821
56926.0,-1.8199999999999998
56927.0,-1.819
56928.0,-1.819
56929.0,-1.818
56930.0,-1.817
56931.0,-1.8159999999999998
56932.0,-1.8149999999999997
56933.0,-1.8149999999999997
56934.0,-1.8139999999999998
56935.0,-1.813
56936.0,-1.813
56937.0,-1.812
56938.0,-1.812
56939.0,-1.81
56940.0,-1.81
56941.0,-1.81
56942.0,-1.8090000000000002
56943.0,-1.808
56944.0,-1.807
56945.0,-1.806
56946.0,-1.806
56947.0,-1.8040000000000003
56948.0,-1.8040000000000003
56949.0,-1.8030000000000002
56950.0,-1.8030000000000002
56951.0,-1.802
56952.0,-1.8010000000000002
56953.0,-1.8010000000000002
56954.0,-1.8
56955.0,-1.7990000000000002
56956.0,-1.7990000000000002
56957.0,-1.7980000000000003
56958.0,-1.7980000000000003
56959.0,-1.796
56960.0,-1.796
56961.0,-1.795
56962.0,-1.794
56963.0,-1.7930000000000001
56964.0,-1.792
56965.0,-1.792
56966.0,-1.79
56967.0,-1.79
56968.0,-1.79
56969.0,-1.789
56970.0,-1.788
56971.0,-1.7870000000000001
56972.0,-1.7870000000000001
56973.0,-1.7870000000000001
56974.0,-1.785
56975.0,-1.785
56976.0,-1.7830000000000001
56977.0,-1.7830000000000001
56978.0,-1.7820000000000003
56979.0,-1.7810000000000001
56980.0,-1.7810000000000001
56981.0,-1.7800000000000002
56982.0,-1.7790000000000001
56983.0,-1.7790000000000001
56984.0,-1.778
56985.0,-1.778
56986.0,-1.7760000000000002
56987.0,-1.7760000000000002
56988.0,-1.7760000000000002
56989.0,-1.774
56990.0,-1.774
56991.0,-1.772
56992.0,-1.772
56993.0,-1.7710000000000001
56994.0,-1.77
56995.0,-1.77
56996.0,-1.7690000000000001
56997.0,-1.768
56998.0,-1.768
56999.0,-1.767
57000.0,-1.767
57001.0,-1.7650000000000001
57002.0,-1.7650000000000001
57003.0,-1.7650000000000001
57004.0,-1.763
57005.0,-1.762
57006.0,-1.762
57007.0,-1.7610000000000001
57008.0,-1.7600000000000002
57009.0,-1.7590000000000001
57010.0,-1.7590000000000001
57011.0,-1.7590000000000001
57012.0,-1.7570000000000001
57013.0,-1.7570000000000001
57014.0,-1.756
57015.0,-1.7550000000000001
57016.0,-1.7550000000000001
57017.0,-1.7540000000000002
57018.0,-1.7540000000000002
57019.0,-1.7530000000000001
57020.0,-1.751
57021.0,-1.751
57022.0,-1.751
57023.0,-1.749
57024.0,-1.749
57025.0,-1.748
57026.0,-1.7469999999999999
57027.0,-1.7469999999999999
57028.0,-1.746
57029.0,-1.746
57030.0,-1.745
57031.0,-1.745
57032.0,-1.744
57033.0,-1.744
57034.0,-1.7429999999999999
57035.0,-1.741
57036.0,-1.741
57037.0,-1.7400000000000002
57038.0,-1.739
57039.0,-1.739
57040.0,-1.739
57041.0,-1.738
57042.0,-1.737
57043.0,-1.737
57044.0,-1.737
57045.0,-1.7360000000000002
57046.0,-1.735
57047.0,-1.735
57048.0,-1.734
57049.0,-1.7329999999999999
57050.0,-1.7329999999999999
57051.0,-1.732
57052.0,-1.731
57053.0,-1.731
57054.0,-1.731
57055.0,-1.73
57056.0,-1.73
57057.0,-1.7289999999999999
57058.0,-1.7289999999999999
57059.0,-1.728
57060.0,-1.728
57061.0,-1.728
57062.0,-1.7269999999999999
57063.0,-1.7269999999999999
57064.0,-1.726
57065.0,-1.726
57066.0,-1.7240000000000002
57067.0,-1.7240000000000002
57068.0,-1.7240000000000002
57069.0,-1.723
57070.0,-1.723
57071.0,-1.723
57072.0,-1.723
57073.0,-1.7220000000000002
57074.0,-1.7220000000000002
57075.0,-1.7220000000000002
57076.0,-1.7220000000000002
57077.0,-1.721
57078.0,-1.721
57079.0,-1.72
57080.0,-1.719
57081.0,-1.719
57082.0,-1.719
57083.0,-1.719
57084.0,-1.718
57085.0,-1.718
57086.0,-1.718
57087.0,-1.717
57088.0,-1.717
57089.0,-1.717
57090.0,-1.717
57091.0,-1.716
57092.0,-1.716
57093.0,-1.715
57094.0,-1.715
57095.0,-1.715
57096.0,-1.715
57097.0,-1.715
57098.0,-1.714
57099.0,-1.714
57100.0,-1.714
57101.0,-1.713
57102.0,-1.713
57103.0,-1.713
57104.0,-1.7140000000000002
57105.0,-1.713
57106.0,-1.713
57107.0,-1.713
57108.0,-1.711
57109.0,-1.711
57110.0,-1.711
57111.0,-1.711
57112.0,-1.7109999999999999
57113.0,-1.7109999999999999
57114.0,-1.7109999999999999
57115.0,-1.71
57116.0,-1.71
57117.0,-1.71
57118.0,-1.71
57119.0,-1.71
57120.0,-1.71
57121.0,-1.71
57122.0,-1.709
57123.0,-1.7080000000000002
57124.0,-1.7080000000000002
57125.0,-1.708
57126.0,-1.708
57127.0,-1.708
57128.0,-1.708
57129.0,-1.707
57130.0,-1.7080000000000002
57131.0,-1.7080000000000002
57132.0,-1.707
57133.0,-1.707
57134.0,-1.707
57135.0,-1.708
57136.0,-1.707
57137.0,-1.707
57138.0,-1.706
57139.0,-1.706
57140.0,-1.706
57141.0,-1.706
57142.0,-1.706
57143.0,-1.706
57144.0,-1.706
57145.0,-1.706
57146.0,-1.7049999999999998
57147.0,-1.706
57148.0,-1.706
57149.0,-1.706
57150.0,-1.705
57151.0,-1.706
57152.0,-1.706
57153.0,-1.704
57154.0,-1.704
57155.0,-1.705
57156.0,-1.705
57157.0,-1.7040000000000002
57158.0,-1.705
57159.0,-1.705
57160.0,-1.704
57161.0,-1.705
57162.0,-1.705
57163.0,-1.705
57164.0,-1.705
57165.0,-1.705
57166.0,-1.705
57167.0,-1.704
57168.0,-1.704
57169.0,-1.704
57170.0,-1.703
57171.0,-1.704
57172.0,-1.704
57173.0,-1.704
57174.0,-1.704
57175.0,-1.704
57176.0,-1.704
57177.0,-1.704
57178.0,-1.704
57179.0,-1.704
57180.0,-1.705
57181.0,-1.704
57182.0,-1.704
57183.0,-1.703
57184.0,-1.703
57185.0,-1.703
57186.0,-1.703
57187.0,-1.7040000000000002
57188.0,-1.703
57189.0,-1.703
57190.0,-1.703
57191.0,-1.703
57192.0,-1.703
57193.0,-1.703
57194.0,-1.703
57195.0,-1.703
57196.0,-1.703
57197.0,-1.703
57198.0,-1.701
57199.0,-1.702
57200.0,-1.702
57201.0,-1.702
57202.0,-1.7009999999999998
57203.0,-1.7009999999999998
57204.0,-1.702
57205.0,-1.701
57206.0,-1.701
57207.0,-1.701
57208.0,-1.7
57209.0,-1.7
57210.0,-1.7
57211.0,-1.7
57212.0,-1.699
57213.0,-1.7
57214.0,-1.699
57215.0,-1.698
57216.0,-1.698
57217.0,-1.698
57218.0,-1.698
57219.0,-1.697
57220.0,-1.697
57221.0,-1.697
57222.0,-1.696
57223.0,-1.696
57224.0,-1.696
57225.0,-1.696
57226.0,-1.695
57227.0,-1.695
57228.0,-1.6940000000000002
57229.0,-1.692
57230.0,-1.692
57231.0,-1.692
57232.0,-1.692
57233.0,-1.691
57234.0,-1.691
57235.0,-1.691
57236.0,-1.69
57237.0,-1.6889999999999998
57238.0,-1.6889999999999998
57239.0,-1.6889999999999998
57240.0,-1.688
57241.0,-1.688
57242.0,-1.688
57243.0,-1.686
57244.0,-1.686
57245.0,-1.685
57246.0,-1.685
57247.0,-1.6840000000000002
57248.0,-1.683
57249.0,-1.683
57250.0,-1.682
57251.0,-1.682
57252.0,-1.682
57253.0,-1.681
57254.0,-1.6800000000000002
57255.0,-1.6800000000000002
57256.0,-1.6800000000000002
57257.0,-1.678
57258.0,-1.678
57259.0,-1.678
57260.0,-1.677
57261.0,-1.675
57262.0,-1.675
57263.0,-1.675
57264.0,-1.6729999999999998
57265.0,-1.6729999999999998
57266.0,-1.6729999999999998
57267.0,-1.6729999999999998
57268.0,-1.671
57269.0,-1.671
57270.0,-1.671
57271.0,-1.6689999999999998
57272.0,-1.6689999999999998
57273.0,-1.6689999999999998
57274.0,-1.668
57275.0,-1.667
57276.0,-1.667
57277.0,-1.665
57278.0,-1.664
57279.0,-1.664
57280.0,-1.664
57281.0,-1.663
57282.0,-1.6620000000000001
57283.0,-1.6620000000000001
57284.0,-1.661
57285.0,-1.66
57286.0,-1.66
57287.0,-1.659
57288.0,-1.659
57289.0,-1.6580000000000001
57290.0,-1.657
57291.0,-1.657
57292.0,-1.656
57293.0,-1.656
57294.0,-1.654
57295.0,-1.654
57296.0,-1.653
57297.0,-1.652
57298.0,-1.652
57299.0,-1.6509999999999998
57300.0,-1.65
57301.0,-1.65
57302.0,-1.649
57303.0,-1.649
57304.0,-1.648
57305.0,-1.648
57306.0,-1.6469999999999998
57307.0,-1.646
57308.0,-1.646
57309.0,-1.645
57310.0,-1.6440000000000001
57311.0,-1.643
57312.0,-1.643
57313.0,-1.642
57314.0,-1.642
57315.0,-1.641
57316.0,-1.6400000000000001
57317.0,-1.6400000000000001
57318.0,-1.6400000000000001
57319.0,-1.639
57320.0,-1.638
57321.0,-1.638
57322.0,-1.638
57323.0,-1.6360000000000001
57324.0,-1.6360000000000001
57325.0,-1.6360000000000001
57326.0,-1.6360000000000001
57327.0,-1.634
57328.0,-1.634
57329.0,-1.6329999999999998
57330.0,-1.632
57331.0,-1.632
57332.0,-1.632
57333.0,-1.6309999999999998
57334.0,-1.63
57335.0,-1.63
57336.0,-1.63
57337.0,-1.629
57338.0,-1.629
57339.0,-1.629
57340.0,-1.628
57341.0,-1.628
57342.0,-1.6269999999999998
57343.0,-1.6269999999999998
57344.0,-1.626
57345.0,-1.625
57346.0,-1.625
57347.0,-1.6239999999999999
57348.0,-1.6239999999999999
57349.0,-1.6239999999999999
57350.0,-1.6239999999999999
57351.0,-1.623
57352.0,-1.623
57353.0,-1.622
57354.0,-1.621
57355.0,-1.621
57356.0,-1.621
57357.0,-1.62
57358.0,-1.62
57359.0,-1.62
57360.0,-1.62
57361.0,-1.619
57362.0,-1.619
57363.0,-1.6179999999999999
57364.0,-1.617
57365.0,-1.617
57366.0,-1.617
57367.0,-1.617
57368.0,-1.6159999999999999
57369.0,-1.6159999999999999
57370.0,-1.6159999999999999
57371.0,-1.615
57372.0,-1.615
57373.0,-1.615
57374.0,-1.6139999999999999
57375.0,-1.6139999999999999
57376.0,-1.6139999999999999
57377.0,-1.6139999999999999
57378.0,-1.613
57379.0,-1.613
57380.0,-1.613
57381.0,-1.612
57382.0,-1.6110000000000002
57383.0,-1.6110000000000002
57384.0,-1.61
57385.0,-1.61
57386.0,-1.611
57387.0,-1.611
57388.0,-1.61
57389.0,-1.61
57390.0,-1.61
57391.0,-1.609
57392.0,-1.609
57393.0,-1.609
57394.0,-1.609
57395.0,-1.608
57396.0,-1.608
57397.0,-1.608
57398.0,-1.608
57399.0,-1.608
57400.0,-1.608
57401.0,-1.606
57402.0,-1.606
57403.0,-1.606
57404.0,-1.606
57405.0,-1.605
57406.0,-1.605
57407.0,-1.605
57408.0,-1.605
57409.0,-1.605
57410.0,-1.605
57411.0,-1.6039999999999999
57412.0,-1.6039999999999999
57413.0,-1.6039999999999999
57414.0,-1.6039999999999999
57415.0,-1.604
57416.0,-1.604
57417.0,-1.604
57418.0,-1.603
57419.0,-1.603
57420.0,-1.603
57421.0,-1.602
57422.0,-1.6010000000000002
57423.0,-1.602
57424.0,-1.602
57425.0,-1.601
57426.0,-1.601
57427.0,-1.601
57428.0,-1.6
57429.0,-1.6010000000000002
57430.0,-1.6010000000000002
57431.0,-1.6010000000000002
57432.0,-1.6
57433.0,-1.6
57434.0,-1.6
57435.0,-1.5990000000000002
57436.0,-1.6
57437.0,-1.6
57438.0,-1.599
57439.0,-1.599
57440.0,-1.599
57441.0,-1.599
57442.0,-1.598
57443.0,-1.598
57444.0,-1.598
57445.0,-1.597
57446.0,-1.597
57447.0,-1.597
57448.0,-1.5979999999999999
57449.0,-1.597
57450.0,-1.597
57451.0,-1.597
57452.0,-1.5959999999999999
57453.0,-1.5959999999999999
57454.0,-1.5959999999999999
57455.0,-1.596
57456.0,-1.596
57457.0,-1.596
57458.0,-1.596
57459.0,-1.595
57460.0,-1.595
57461.0,-1.595
57462.0,-1.594
57463.0,-1.595
57464.0,-1.595
57465.0,-1.593
57466.0,-1.593
57467.0,-1.593
57468.0,-1.593
57469.0,-1.592
57470.0,-1.592
57471.0,-1.592
57472.0,-1.592
57473.0,-1.592
57474.0,-1.592
57475.0,-1.592
57476.0,-1.5910000000000002
57477.0,-1.5910000000000002
57478.0,-1.5910000000000002
57479.0,-1.59
57480.0,-1.59
57481.0,-1.59
57482.0,-1.5890000000000002
57483.0,-1.5890000000000002
57484.0,-1.5890000000000002
57485.0,-1.5890000000000002
57486.0,-1.588
57487.0,-1.588
57488.0,-1.587
57489.0,-1.586
57490.0,-1.586
57491.0,-1.586
57492.0,-1.585
57493.0,-1.585
57494.0,-1.585
57495.0,-1.585
57496.0,-1.584
57497.0,-1.584
57498.0,-1.584
57499.0,-1.583
57500.0,-1.583
57501.0,-1.583
57502.0,-1.583
57503.0,-1.582
57504.0,-1.581
57505.0,-1.581
57506.0,-1.5799999999999998
57507.0,-1.5799999999999998
57508.0,-1.5799999999999998
57509.0,-1.5799999999999998
57510.0,-1.579
57511.0,-1.579
57512.0,-1.579
57513.0,-1.577
57514.0,-1.576
57515.0,-1.576
57516.0,-1.5750000000000002
57517.0,-1.5750000000000002
57518.0,-1.5750000000000002
57519.0,-1.5750000000000002
57520.0,-1.573
57521.0,-1.573
57522.0,-1.573
57523.0,-1.572
57524.0,-1.572
57525.0,-1.572
57526.0,-1.5710000000000002
57527.0,-1.57
57528.0,-1.57
57529.0,-1.57
57530.0,-1.5690000000000002
57531.0,-1.5690000000000002
57532.0,-1.568
57533.0,-1.568
57534.0,-1.567
57535.0,-1.567
57536.0,-1.567
57537.0,-1.566
57538.0,-1.5650000000000002
57539.0,-1.5650000000000002
57540.0,-1.564
57541.0,-1.563
57542.0,-1.563
57543.0,-1.563
57544.0,-1.561
57545.0,-1.561
57546.0,-1.561
57547.0,-1.5599999999999998
57548.0,-1.5599999999999998
57549.0,-1.5599999999999998
57550.0,-1.5599999999999998
57551.0,-1.558
57552.0,-1.558
57553.0,-1.558
57554.0,-1.557
57555.0,-1.557
57556.0,-1.557
57557.0,-1.557
57558.0,-1.555
57559.0,-1.555
57560.0,-1.555
57561.0,-1.5539999999999998
57562.0,-1.5539999999999998
57563.0,-1.5539999999999998
57564.0,-1.5539999999999998
57565.0,-1.552
57566.0,-1.552
57567.0,-1.552
57568.0,-1.551
57569.0,-1.551
57570.0,-1.551
57571.0,-1.551
57572.0,-1.5490000000000002
57573.0,-1.5490000000000002
57574.0,-1.548
57575.0,-1.547
57576.0,-1.547
57577.0,-1.547
57578.0,-1.547
57579.0,-1.546
57580.0,-1.546
57581.0,-1.546
57582.0,-1.545
57583.0,-1.545
57584.0,-1.545
57585.0,-1.545
57586.0,-1.5430000000000001
57587.0,-1.5430000000000001
57588.0,-1.5430000000000001
57589.0,-1.542
57590.0,-1.542
57591.0,-1.542
57592.0,-1.542
57593.0,-1.5410000000000001
57594.0,-1.5410000000000001
57595.0,-1.5410000000000001
57596.0,-1.5410000000000001
57597.0,-1.54
57598.0,-1.54
57599.0,-1.54
57600.0,-1.5390000000000001
57601.0,-1.5390000000000001
57602.0,-1.5390000000000001
57603.0,-1.5390000000000001
57604.0,-1.538
57605.0,-1.5359999999999998
57606.0,-1.5359999999999998
57607.0,-1.535
57608.0,-1.535
57609.0,-1.535
57610.0,-1.535
57611.0,-1.5339999999999998
57612.0,-1.5339999999999998
57613.0,-1.5339999999999998
57614.0,-1.533
57615.0,-1.533
57616.0,-1.533
57617.0,-1.533
57618.0,-1.5319999999999998
57619.0,-1.5319999999999998
57620.0,-1.5319999999999998
57621.0,-1.5319999999999998
57622.0,-1.531
57623.0,-1.531
57624.0,-1.531
57625.0,-1.5299999999999998
57626.0,-1.5299999999999998
57627.0,-1.5299999999999998
57628.0,-1.5299999999999998
57629.0,-1.529
57630.0,-1.529
57631.0,-1.529
57632.0,-1.529
57633.0,-1.5279999999999998
57634.0,-1.5279999999999998
57635.0,-1.529
57636.0,-1.528
57637.0,-1.528
57638.0,-1.528
57639.0,-1.528
57640.0,-1.527
57641.0,-1.527
57642.0,-1.527
57643.0,-1.527
57644.0,-1.5250000000000001
57645.0,-1.5250000000000001
57646.0,-1.5250000000000001
57647.0,-1.524
57648.0,-1.524
57649.0,-1.524
57650.0,-1.524
57651.0,-1.5230000000000001
57652.0,-1.5230000000000001
57653.0,-1.5230000000000001
57654.0,-1.5230000000000001
57655.0,-1.522
57656.0,-1.522
57657.0,-1.522
57658.0,-1.5210000000000001
57659.0,-1.5210000000000001
57660.0,-1.522
57661.0,-1.522
57662.0,-1.521
57663.0,-1.521
57664.0,-1.521
57665.0,-1.521
57666.0,-1.52
57667.0,-1.52
57668.0,-1.52
57669.0,-1.52
57670.0,-1.519
57671.0,-1.519
57672.0,-1.519
57673.0,-1.519
57674.0,-1.518
57675.0,-1.518
57676.0,-1.518
57677.0,-1.517
57678.0,-1.517
57679.0,-1.517
57680.0,-1.518
57681.0,-1.5170000000000001
57682.0,-1.5170000000000001
57683.0,-1.5170000000000001
57684.0,-1.5170000000000001
57685.0,-1.516
57686.0,-1.516
57687.0,-1.515
57688.0,-1.515
57689.0,-1.514
57690.0,-1.514
57691.0,-1.514
57692.0,-1.514
57693.0,-1.513
57694.0,-1.513
57695.0,-1.513
57696.0,-1.513
57697.0,-1.512
57698.0,-1.512
57699.0,-1.512
57700.0,-1.512
57701.0,-1.511
57702.0,-1.511
57703.0,-1.511
57704.0,-1.511
57705.0,-1.511
57706.0,-1.511
57707.0,-1.511
57708.0,-1.5099999999999998
57709.0,-1.5099999999999998
57710.0,-1.5099999999999998
57711.0,-1.5099999999999998
57712.0,-1.509
57713.0,-1.509
57714.0,-1.509
57715.0,-1.509
57716.0,-1.5079999999999998
57717.0,-1.5079999999999998
57718.0,-1.5079999999999998
57719.0,-1.5079999999999998
57720.0,-1.507
57721.0,-1.507
57722.0,-1.507
57723.0,-1.507
57724.0,-1.5059999999999998
57725.0,-1.5059999999999998
57726.0,-1.5059999999999998
57727.0,-1.5059999999999998
57728.0,-1.505
57729.0,-1.505
57730.0,-1.505
57731.0,-1.505
57732.0,-1.5039999999999998
57733.0,-1.5039999999999998
57734.0,-1.5039999999999998
57735.0,-1.5039999999999998
57736.0,-1.503
57737.0,-1.502
57738.0,-1.502
57739.0,-1.502
57740.0,-1.502
57741.0,-1.501
57742.0,-1.501
57743.0,-1.501
57744.0,-1.501
57745.0,-1.5
57746.0,-1.5
