Year_BP,Ice_Albedo_Forcing
0.5,1.589288209563074e-06
0.5220440881763527,-0.0020672389679346707
0.5440881763527055,-0.004008417373157194
0.5661322645290581,-0.005824324625800107
0.5881763527054108,-0.007517339424205532
0.6102204408817635,-0.009089840466715574
0.6322645290581163,-0.010544206451672337
0.654308617234469,-0.011882816077417929
0.6763527054108216,-0.01310804804229445
0.6983967935871743,-0.014222281044644024
0.720440881763527,-0.015227893782808751
0.7424849699398798,-0.01612726495513074
0.7645290581162325,-0.016922773259952093
0.7865731462925851,-0.017616797395614926
0.808617234468938,-0.018211716060461347
0.8306613226452906,-0.01870990795283346
0.8527054108216433,-0.019113751771073367
0.874749498997996,-0.019425626213523187
0.8967935871743486,-0.019647909978525016
0.9188376753507015,-0.01978298176442098
0.9408817635270541,-0.019833220269553163
0.9629258517034068,-0.01980100419226371
0.9849699398797596,-0.019688712230894686
1.0070140280561124,-0.01949872308378821
1.029058116232465,-0.019233415449286407
1.0511022044088176,-0.018895168025731386
1.0731462925851702,-0.018486359511465236
1.095190380761523,-0.018009368604830052
1.117234468937876,-0.01746657400416799
1.1392785571142285,-0.016860354407821125
1.1613226452905812,-0.01619308851413156
1.1833667334669338,-0.015467155021441437
1.2054108216432866,-0.014684932628092824
1.2274549098196395,-0.013848800032427847
1.249498997995992,-0.01296113593278861
1.2715430861723447,-0.012024319027517227
1.2935871743486973,-0.011040728014955816
1.3156312625250501,-0.010012741593446445
1.337675350701403,-0.008942738461331251
1.3597194388777556,-0.007833097316952349
1.3817635270541082,-0.006686196858651848
1.4038076152304608,-0.0055044157847718225
1.4258517034068137,-0.004290132793654412
1.4478957915831665,-0.0030457265836417147
1.4699398797595191,-0.0017735758530758395
1.4919839679358717,-0.00047605930029888713
1.5140280561122246,0.0008444443763470295
1.5360721442885772,0.0021855564785197793
1.55811623246493,0.0035448983078773125
1.5801603206412826,0.004920091166077455
1.6022044088176353,0.006308756354778131
1.624248496993988,0.007708515175637249
1.6462925851703407,0.009116988930312679
1.6683366733466936,0.010531798920462314
1.6903807615230462,0.011950566447744036
1.7124248496993988,0.013370912813815753
1.7344689378757516,0.014790459320335361
1.7565130260521042,0.016206827268960746
1.778557114228457,0.01761763796134981
1.8006012024048097,0.019020512699160417
1.8226452905811623,0.020413072784050485
1.8446893787575152,0.021792939517677898
1.8667334669338678,0.023157734201700548
1.8887775551102206,0.024505078137776335
1.9108216432865732,0.02583259262756312
1.9328657314629258,0.02713789897271883
1.9549098196392787,0.028418618474901344
1.9769539078156313,0.029672372435768556
1.9989979959919841,0.03089678215697836
2.0210420841683367,0.03208946894018866
2.0430861723446894,0.0332480540870573
2.065130260521042,0.03437015889924223
2.0871743486973946,0.03545340467840132
2.1092184368737477,0.036495412726192465
2.1312625250501003,0.03749380434427353
2.153306613226453,0.03844620083430244
2.175350701402806,0.03935022349793707
2.1973947895791586,0.04020349363683534
2.219438877755511,0.041003632552655093
2.241482965931864,0.04174826154705427
2.2635270541082164,0.04243500192169073
2.285571142284569,0.043061474978222374
2.3076152304609217,0.0436253020183071
2.3296593186372747,0.04412410434360282
2.3517034068136273,0.04455550325576739
2.3737474949899804,0.044917120056458704
2.395791583166333,0.045206576047334676
2.4178356713426856,0.04542149253005319
2.4398797595190382,0.04555949080627212
2.461923847695391,0.0456181921776494
2.4839679358717435,0.04559521794584288
2.506012024048096,0.04548820851704132
2.528056112224449,0.045296669465705555
2.5501002004008018,0.0450235105106655
2.5721442885771544,0.04467200364926219
2.594188376753507,0.04424542087883663
2.61623246492986,0.043747034196729866
2.6382765531062127,0.04318011560028294
2.6603206412825653,0.04254793708683687
2.682364729458918,0.04185377065373269
2.7044088176352705,0.04110088829831141
2.7264529058116236,0.040292562017914084
2.748496993987976,0.03943206380988174
